 -2.15385890e+00 -7.93574154e-02 -1.71039903e+00 9.93034542e-01 -1.04849063e-01 -5.34303606e-01 -8.64017069e-01 -7.88795769e-01 -1.66148674e+00 -5.38241625e-01 -9.53964472e-01 1.81795567e-01 2.00103164e-01 4.47697312e-01 1.53334284e+00 9.83914614e-01 -3.27787478e-03 -8.97826195e-01 5.67620933e-01 -2.57129192e+00 -1.54201818e+00 -1.06413853e+00 2.35935140e+00 -5.44542789e-01 -1.51968980e+00 -2.70292193e-01 2.67041296e-01 1.39507616e+00 1.55342710e+00 -1.48972404e+00 9.00219798e-01 -2.51693189e-01 -7.47896850e-01 5.67134857e-01 6.54702783e-01 -5.25027812e-01 2.30939078e+00 -5.81195354e-01 1.25971854e+00 -4.14026946e-01 1.36532509e+00 -1.79347348e+00 2.31524974e-01 1.67445783e-02 -1.03372812e+00 1.07869315e+00 -5.84820062e-02 -2.34537363e+00 7.11154759e-01 -1.06860590e+00 -1.92499891e-01 6.86424315e-01 -1.69660878e+00 -7.28148445e-02 -4.03051883e-01 7.59695590e-01 5.61278522e-01 2.20252767e-01 -9.18706656e-01 5.85738957e-01 -9.46771443e-01 4.13441479e-01 1.21197152e+00 -3.84400010e-01 -3.90583754e-01 -1.09908462e+00 2.37829611e-01 -2.45538279e-01 -4.34474915e-01 1.35954094e+00 -4.38382566e-01 -5.41526079e-01 6.69292033e-01 8.58949423e-02 1.38492882e+00 -1.06731629e+00 2.09307909e+00 2.58531094e-01 -2.04562739e-01 -1.01724946e+00 -1.71804500e+00 -8.66218984e-01 3.16641256e-02 8.73884082e-01 4.66722578e-01 5.64505100e-01 -1.81472376e-01 -7.86512315e-01 7.74649441e-01 -9.12654281e-01 1.03859198e+00 8.52956235e-01 -2.30449700e+00 -4.81593758e-02 7.57152796e-01 2.69264668e-01 1.34266114e+00 -1.82158947e-02 1.17920637e+00 2.05021715e+00
 -1.68675327e+00 5.93596399e-01 -1.63276136e+00 8.33843470e-01 9.37949955e-01 -2.98317730e-01 -1.75844288e+00 1.41487503e+00 -1.15699041e+00 -5.96539676e-02 7.68159807e-01 1.64915001e+00 -7.39350557e-01 6.20665312e-01 3.40682328e-01 -6.47432730e-02 -1.71558750e+00 -6.44968510e-01 -1.71661302e-01 2.17220321e-01 -5.21341681e-01 -7.30526030e-01 1.61679566e+00 4.56836671e-01 4.21796441e-01 8.31093132e-01 3.67022157e-01 8.63837540e-01 4.28469896e-01 1.31017268e+00 8.78520787e-01 4.07388955e-01 6.86486125e-01 7.12924302e-01 -8.22993279e-01 2.73085761e+00 5.89162707e-01 -8.82291079e-01 -1.61746800e+00 -1.22306180e+00 -5.37121952e-01 3.29170227e-01 1.21463799e+00 -6.05076075e-01 -4.76969749e-01 1.07366538e+00 1.49281573e+00 -1.53781354e+00 -7.22324967e-01 -1.75881863e+00 3.50958914e-01 -1.17939746e+00 -1.26873374e+00 5.84907293e-01 -7.53084600e-01 -1.27478874e+00 -4.28266972e-01 -1.42007446e+00 1.33812010e-01 8.49887729e-01 6.94189191e-01 -6.56800330e-01 -4.65113640e-01 -4.00134861e-01 -5.09026051e-01 9.38612700e-01 7.11913824e-01 3.64516497e-01 -7.28034616e-01 -1.24554121e+00 1.43448150e+00 -1.57908931e-01 -4.99084443e-01 -1.81538439e+00 1.52034259e+00 -7.93888867e-01 -3.45335901e-01 -2.08644271e+00 1.09682059e+00 -4.03998256e-01 -1.31361580e+00 -2.14159417e+00 1.95090759e+00 -3.29270326e-02 -1.39702111e-01 -2.39636049e-01 -3.86018604e-01 2.09548855e+00 5.52359998e-01 2.12818980e+00 1.45230126e+00 -1.48138082e+00 -8.93380642e-01 -1.60765851e+00 1.34095863e-01 -1.45025694e+00 -2.90917635e-01 -1.74614906e+00 3.67196143e-01 1.14512765e+00
 -3.36519986e-01 -3.54542673e-01 2.46751308e-01 5.48807859e-01 1.23214090e+00 -2.63732404e-01 -6.45544007e-02 5.95092416e-01 1.68879843e+00 -6.33391440e-01 1.55474341e+00 1.11774132e-01 -1.95192945e+00 2.17357302e+00 7.10107744e-01 7.05204308e-01 1.38833177e+00 4.99085337e-01 2.05301687e-01 6.91977382e-01 2.45435759e-01 1.57087415e-01 1.08002400e+00 1.46214068e+00 1.45136821e+00 6.98237240e-01 -1.37461770e+00 -4.55298513e-01 -9.47775304e-01 -1.81243944e+00 -1.73910156e-01 2.73947537e-01 -5.19930542e-01 1.09453237e+00 -5.43009266e-02 2.72722423e-01 -1.25323877e-01 -1.02739763e+00 -8.70198548e-01 1.27674532e+00 1.09718633e+00 -1.02583006e-01 1.53784680e+00 -3.93482074e-02 1.25890851e+00 -1.18536580e+00 -4.62224931e-01 -9.85323191e-01 -1.49259478e-01 -1.12776899e+00 -1.58782214e-01 -1.94830453e+00 8.10975730e-01 -9.77909923e-01 5.82189679e-01 1.26683161e-01 1.08813787e+00 -5.99517107e-01 -4.20262188e-01 -1.35652113e+00 -7.71998167e-01 -1.06746309e-01 -4.26563680e-01 1.01232864e-02 3.25365305e-01 -1.81191349e+00 -6.06860340e-01 1.42246175e+00 1.31263030e+00 6.88099861e-01 8.14725697e-01 -3.59355640e+00 4.68311878e-03 9.36971247e-01 -7.72972941e-01 -3.94574434e-01 -1.74842787e+00 -7.10786581e-02 -1.34282038e-01 1.13566422e+00 -1.00341702e+00 4.46299046e-01 -2.67054677e-01 -4.00719315e-01 1.51659799e+00 1.47770512e+00 -3.53202075e-01 4.41163182e-01 1.84829330e+00 -6.65071905e-01 2.98517525e-01 2.64582896e+00 1.86979786e-01 2.32723989e-02 3.68876122e-02 6.25861436e-02 -1.08025384e+00 -1.28883600e+00 -1.01097047e+00 -2.11514592e+00
 9.03724849e-01 -1.57840860e+00 1.29179072e+00 1.66275144e+00 1.38632298e+00 -1.51319683e+00 -2.74626166e-01 1.11235988e+00 7.07844436e-01 -9.97109413e-01 -9.22592282e-02 -6.01069272e-01 -1.20642103e-01 8.06279004e-01 -1.60803401e+00 -1.04264423e-01 1.04848921e+00 3.21889222e-02 2.29258344e-01 2.80400366e-01 1.12938881e+00 -9.51661110e-01 1.99234533e+00 -1.16416417e-01 2.92826802e-01 1.56416401e-01 5.19814670e-01 1.04789925e+00 -1.09752381e+00 -1.09114981e+00 8.97251129e-01 5.37309408e-01 4.01385665e-01 9.24131334e-01 -1.84426641e+00 -8.45699012e-01 1.67197442e+00 -1.87854671e+00 5.78440428e-01 -8.22120726e-01 1.52931798e+00 2.42091268e-01 -1.07104433e+00 1.25887287e+00 -1.60049593e+00 -1.03474486e+00 -1.14321017e+00 1.90477118e-01 -9.14488018e-01 7.76394606e-01 8.39141428e-01 1.46766043e+00 1.09171259e+00 -1.39440966e+00 -1.03573215e+00 -2.55160499e-02 1.97421506e-01 -6.92707181e-01 9.62977767e-01 1.37276888e-01 -7.30489314e-01 2.50379834e-02 3.54863763e-01 7.65935838e-01 6.25238001e-01 1.46283340e+00 -1.84400249e+00 -2.43426275e+00 -8.09377789e-01 1.39839280e+00 7.19050348e-01 1.60669720e+00 -1.09050488e+00 2.10156059e+00 1.25965178e-01 -3.00240397e-01 -2.38680691e-01 -8.77976537e-01 -6.63113356e-01 -2.30183750e-01 -7.08410561e-01 6.15148008e-01 1.07388008e+00 -4.50117916e-01 1.36449873e+00 2.59667873e-01 1.53901368e-01 6.32136643e-01 6.41122580e-01 -1.34585845e+00 1.33981121e+00 1.26578665e+00 3.80357504e-01 2.23225522e+00 8.23029637e-01 -1.43472981e+00 -1.20615113e+00 -2.86083996e-01 -1.30121827e-01 1.40057242e+00
 5.34181409e-02 -3.84328008e-01 -1.17364287e-01 -2.04793304e-01 -2.28671908e+00 2.47654533e+00 1.74674064e-01 -1.42676488e-01 -1.18582106e+00 -2.88745612e-01 9.25485492e-01 -5.88623226e-01 -2.17156434e+00 -2.35881233e+00 7.30603158e-01 -6.02223516e-01 -8.30593169e-01 8.50413561e-01 -4.29250807e-01 -8.45174432e-01 -4.56041992e-01 -2.91159451e-01 5.77480793e-01 4.89423245e-01 -7.87585199e-01 1.81967750e-01 9.12066877e-01 -8.27781975e-01 9.80497181e-01 4.63128477e-01 1.25766182e+00 -1.37962794e+00 3.24222922e-01 -2.68160939e-01 2.33204309e-02 2.11788702e+00 3.72599155e-01 -3.28156091e-02 8.13009322e-01 -3.77623141e-01 -2.33311445e-01 -5.50394356e-01 1.56533569e-02 -4.49036121e-01 -4.94744897e-01 1.39139628e+00 4.81531531e-01 -1.60136354e+00 1.81162739e+00 -8.79177213e-01 1.01247817e-01 -7.82777309e-01 6.66858852e-01 -1.15063488e-02 -2.35975766e+00 4.28741753e-01 1.21417439e+00 2.93350995e-01 -1.79875445e+00 4.14939374e-01 -2.08806348e+00 1.08375204e+00 -1.48392860e-02 7.00267673e-01 -8.27186406e-01 -1.22365677e+00 -3.99439394e-01 3.46668243e-01 9.92609322e-01 1.40684557e+00 4.34320271e-01 4.97732669e-01 -2.02263308e+00 9.12612438e-01 3.14141482e-01 9.45597515e-02 -1.41387832e+00 1.98320639e+00 -4.73608017e-01 2.21870565e+00 -1.40460598e+00 -1.09571290e+00 9.16771829e-01 9.34328437e-01 4.37098771e-01 2.40194559e-01 -5.10228455e-01 -6.56808913e-01 7.91473985e-01 -6.20035976e-02 7.31808782e-01 -3.55514228e-01 6.00830674e-01 1.82558727e+00 -1.14284279e-02 -2.21022034e+00 -1.30581662e-01 -5.61352849e-01 2.67693162e-01 -6.58228278e-01
 3.74406368e-01 -2.16611862e+00 3.19533974e-01 -1.68515790e+00 -5.94686270e-01 -4.04033691e-01 -2.05138981e-01 -1.00805855e+00 -7.42448568e-01 2.44816601e-01 6.03925169e-01 -8.20122421e-01 -5.92391074e-01 -1.14394128e+00 5.95791519e-01 6.40297115e-01 -7.80383408e-01 2.09078217e+00 1.28624547e+00 -6.20580316e-01 2.51088762e+00 -2.79253662e-01 -1.16168177e+00 -8.53327096e-01 -8.65177274e-01 1.78643867e-01 2.02668071e+00 -8.83557722e-02 -1.66189933e+00 3.27020168e-01 -8.59882832e-01 6.12186372e-01 -9.11485195e-01 1.30347812e+00 2.42033109e-01 -7.17201710e-01 8.07853341e-01 3.40190798e-01 1.45885837e+00 -7.34135389e-01 4.96282130e-02 3.83338928e-01 8.72108877e-01 -1.42926453e-02 5.21936297e-01 -1.29968441e+00 1.98695019e-01 2.05356926e-01 -1.31936809e-02 -9.77114081e-01 -8.08641136e-01 -4.70705688e-01 -2.94458210e-01 5.21165609e-01 1.17136061e+00 -7.79496193e-01 1.76480103e+00 -1.04585326e+00 -8.47909749e-01 -1.25652686e-01 3.07935011e-02 9.05643582e-01 1.82533130e-01 8.19386542e-01 -1.93505079e-01 6.35467291e-01 -1.69532192e+00 -1.40679467e+00 -2.03445768e+00 -9.45409596e-01 -1.50936246e-01 -2.89758778e+00 1.59736097e-01 -1.04172421e+00 -2.85435617e-01 -1.90876758e+00 5.75672328e-01 2.04449594e-02 -1.63834167e+00 6.04671896e-01 -3.30832243e-01 -1.90770149e-01 4.40515399e-01 1.02454114e+00 -1.05063355e+00 -7.48472452e-01 -2.22061172e-01 2.46045136e+00 -1.74345112e+00 1.40181684e+00 -9.95821953e-02 6.13366961e-01 3.24011713e-01 -8.46084833e-01 -6.50673211e-02 9.29669887e-02 -9.14367586e-02 -8.03104758e-01 -6.20938361e-01 2.11466527e+00
 -3.82442236e-01 2.07416344e+00 -1.64615914e-01 1.57831037e+00 -2.90264368e-01 -1.60919321e+00 9.95672643e-01 4.27129030e-01 -8.28732371e-01 -9.22608495e-01 -9.75693464e-02 -1.01020694e+00 -1.03347450e-01 -4.91340607e-02 -2.22758579e+00 -1.19506860e+00 -6.48316264e-01 -1.09350097e+00 1.30805337e+00 8.31553221e-01 -1.72070754e+00 8.72136950e-01 1.58835185e+00 -1.01569200e+00 4.35578465e-01 1.03469801e+00 1.47385418e-01 -9.86975193e-01 4.17808294e-01 -2.16496015e+00 -4.09952313e-01 7.89076924e-01 2.63061047e-01 -4.64459121e-01 -9.59270835e-01 -2.97603101e-01 1.70560706e+00 1.64936435e+00 3.20221245e-01 6.65171862e-01 2.01118708e+00 4.60074931e-01 1.52026784e+00 6.24156058e-01 -2.65880935e-02 -1.01060748e-01 5.46568334e-01 -1.20553207e+00 3.25379789e-01 -7.95742869e-01 -4.44234610e-01 5.97572505e-01 -9.13115144e-02 3.22756678e-01 -1.17226079e-01 -1.89936161e+00 2.87329763e-01 9.78995562e-01 -7.44353175e-01 -1.99969411e-01 -1.45498085e+00 -1.17511415e+00 5.04958510e-01 1.54356432e+00 -1.25991082e+00 1.18429971e+00 4.08609778e-01 -1.36508238e+00 -1.49203944e+00 1.34501803e+00 3.37113410e-01 1.62285197e+00 6.01870179e-01 8.70850682e-02 -6.21434331e-01 -3.76041770e-01 -2.71959186e+00 2.17957425e+00 6.22590780e-01 4.29225117e-01 1.69366229e+00 1.27240872e+00 5.31103238e-02 -2.09900069e+00 -1.80782032e+00 -1.21207273e+00 9.11630571e-01 6.66348219e-01 3.84656966e-01 5.34924448e-01 -1.95278320e-02 -2.97325432e-01 5.75940788e-01 -8.58920872e-01 -2.72038400e-01 -1.20623493e+00 9.33496118e-01 1.18796623e+00 -4.58508700e-01 1.66021061e+00
 1.73820436e-01 1.56098932e-01 -1.14497840e+00 3.10613334e-01 -1.02920306e+00 -5.83627164e-01 -1.90291077e-01 -1.66190043e-01 -3.34790856e-01 1.77610397e+00 -2.54006267e-01 -5.79069197e-01 -8.27203214e-01 1.96329880e+00 1.69684339e+00 -1.02986479e+00 -5.93728602e-01 6.17236793e-01 -1.91391826e-01 -1.53002167e+00 -8.42004895e-01 -7.28164196e-01 6.10858083e-01 3.62633258e-01 1.48038316e+00 -3.06227207e-01 1.32178044e+00 -1.70120966e+00 -2.94890255e-01 2.47250342e+00 -1.80942878e-01 -9.07309949e-01 -2.39526510e+00 1.06839740e+00 1.17703152e+00 1.27796662e+00 4.34731424e-01 9.77411717e-02 1.26019716e+00 1.89236134e-01 1.90039420e+00 -2.36204505e+00 4.80337262e-01 -2.88652778e-01 1.19479132e+00 5.14971793e-01 4.57932763e-02 7.96733275e-02 9.56345871e-02 -9.05792296e-01 -2.03381300e+00 2.21056476e-01 2.53727674e+00 -2.03253910e-01 -3.05971894e-02 -2.02621028e-01 -7.09446818e-02 9.58054245e-01 3.71959209e-01 -9.80899692e-01 3.36654276e-01 -5.01458406e-01 -1.09613228e+00 -1.60521758e+00 -1.97419971e-01 -1.51848480e-01 -9.21690986e-02 5.09554625e-01 -4.39487755e-01 -1.44096386e+00 4.29283440e-01 8.27252328e-01 -7.66464233e-01 1.62519947e-01 8.08301687e-01 -4.64889467e-01 8.79946589e-01 7.06752241e-01 -1.48522735e+00 -6.64430380e-01 1.46202624e+00 1.00972772e-01 -8.64441514e-01 3.99120063e-01 -6.72310740e-02 5.45625925e-01 1.45096588e+00 8.06723297e-01 -2.60544324e+00 -4.91743654e-01 8.59834373e-01 7.66691923e-01 -7.66676813e-02 1.05422282e+00 -8.29714298e-01 2.19279230e-02 1.34187293e+00 -5.03769625e-05 1.15230441e+00 2.01387499e-02
 4.90690947e-01 4.02724266e-01 8.98091733e-01 2.83384006e-02 9.12762582e-01 -7.39537656e-01 7.19992220e-01 -6.81442440e-01 -8.56136680e-01 -5.48891544e-01 2.16434851e-01 -2.21620727e+00 -9.20553625e-01 -9.50045418e-03 -5.07785320e-01 3.07340100e-02 -1.82847953e+00 -4.34363216e-01 1.34989787e-02 -1.06038904e+00 -6.62050605e-01 2.40530103e-01 -1.96775281e+00 -2.23659825e+00 -1.00173950e+00 -7.69024849e-01 -8.57301474e-01 6.57742381e-01 -3.76335561e-01 1.36441588e+00 -1.01657271e+00 -1.04641771e+00 6.89553976e-01 9.15485799e-01 -4.94467139e-01 5.42117238e-01 1.27806211e+00 -6.28964722e-01 5.47957659e-01 -3.17252308e-01 -1.50188589e+00 -1.50797856e+00 1.67283726e+00 5.95457673e-01 8.99738014e-01 -2.22876453e+00 2.12218904e+00 1.68734193e-02 9.53525603e-01 -2.26498157e-01 3.54616702e-01 -1.40080917e+00 9.79160070e-01 -4.21226382e-01 -7.28859603e-01 -7.69496679e-01 -1.60596704e+00 2.22544217e+00 5.83147585e-01 3.33657026e-01 -5.72812408e-02 6.45129740e-01 -1.87085271e+00 -8.33906457e-02 -5.83501041e-01 -1.30123687e+00 -1.21604991e+00 -3.02013755e-01 -1.89768542e-02 2.43090555e-01 -7.04070568e-01 1.12007880e+00 -1.61735535e+00 -8.15793157e-01 -3.18193920e-02 6.38033301e-02 -1.06613374e+00 6.90550447e-01 2.15571836e-01 3.06819212e-02 -6.64712250e-01 7.16662049e-01 1.11042535e+00 -9.96570706e-01 7.46204197e-01 1.02020197e-01 -4.92435902e-01 1.46588051e+00 9.08755064e-01 3.60562712e-01 -6.00433528e-01 2.58877993e-01 -1.48106545e-01 -6.81976557e-01 3.01805437e-01 -2.34522745e-01 -3.32171917e-01 -1.36196089e+00 9.67164040e-01 7.16294646e-01
 3.89735013e-01 -5.52521050e-01 -4.49118108e-01 -7.45778903e-02 1.05051912e-01 7.28349462e-02 -2.60078937e-01 -5.98066211e-01 8.43502507e-02 -3.57947767e-01 4.08743411e-01 -1.09190726e+00 -8.45023155e-01 -9.63987827e-01 5.94325066e-01 -1.68307185e+00 2.20828819e+00 -4.41973150e-01 -1.70682085e+00 1.32134581e+00 -4.76066381e-01 5.07349610e-01 -1.23315406e+00 3.70232791e-01 -7.31450319e-01 -1.61343777e+00 7.99676001e-01 1.71086955e+00 5.36582530e-01 -3.63547192e-03 -6.23661373e-03 -7.01103568e-01 -8.40260804e-01 -7.99720436e-02 1.40247703e+00 -1.27173388e+00 -1.43964064e+00 8.15596581e-01 1.46811283e+00 1.79730821e+00 1.49742603e+00 2.04893041e+00 -7.23607779e-01 -1.11874390e+00 -8.36989284e-01 -5.11369348e-01 -7.54564583e-01 2.82910466e-01 -2.62100309e-01 1.28396380e+00 2.02123976e+00 1.26572168e+00 1.46084785e+00 -4.47411895e-01 4.31274027e-01 1.79821980e+00 8.67743134e-01 6.21606112e-01 8.15967441e-01 -1.22481227e+00 -2.06352162e+00 -6.95837140e-01 -2.82266665e+00 -4.30681109e-01 2.21832186e-01 -1.39147818e+00 -2.01862827e-01 -3.86721939e-01 -7.93502510e-01 8.89744282e-01 -1.23926198e+00 4.47176218e-01 9.62526917e-01 1.15625846e+00 1.68354869e+00 -6.94949031e-01 -1.92034438e-01 2.72082597e-01 2.78524399e-01 -1.14330971e+00 1.99406132e-01 -3.15719306e-01 -1.18168485e+00 1.96759537e-01 -7.38876879e-01 -1.32787049e+00 1.32543385e+00 2.44314268e-01 5.99014997e-01 1.72650039e+00 -8.68336856e-01 -4.12173659e-01 9.81429126e-03 5.56022882e-01 1.83270013e+00 5.94799936e-01 -1.48220003e+00 9.43993032e-01 6.61904812e-01 -1.40015900e-01
